new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
7923,BBG00CL5KSM0,ITERUM THERAPEUTICS PLC,ITRM,US,BBG00CL5KSM0,Common Stock,Equity,BBG00CL5KSN9,Common Stock,ITRM,,,ITERUM THERAPEUTICS PLC,SCM,IE00BF3W0Q35,ITERUM THERAPEUTICS PLC,ITRM,United States of America
7924,BBG00GXBMCW7,ITHACA ENERGY INC,IAEUSD,XS,BBG00GXBMCB0,Common Stock,Equity,BBG001SP2RV5,Common Stock,IAEUSD,,,ITHACA ENERGY INC,IAE,CA4656761042,ITHACA ENERGY INC,IAE,
7925,,,,,,,,,,,,,ITIS HOLDINGS INC,ITHH,US46571P1066,ITIS HOLDINGS INC,ITHH,
7926,BBG000PLNW54,ITM POWER PLC,ITM,LN,BBG000PLNW09,Common Stock,Equity,BBG001S8Y1F3,Common Stock,ITM,,,ITM POWER PLC,AMSM,GB00B0130H42,ITM POWER PLC,ITM,United Kingdom
7927,BBG000C2K749,ITMEDIA INC,2148,JP,BBG000C2K749,Common Stock,Equity,BBG001SKYYT9,Common Stock,2148,,,ITMEDIA INC.,2148,JP3104880004,ITMEDIA INC.,2148,Japan
7928,BBG000BSVM57,ITO EN LTD,2593,JP,BBG000BSVM57,Common Stock,Equity,BBG001S70082,Common Stock,2593,,,ITO EN LTD,2593,JP3143000002,ITO EN LTD,2593,Japan
7929,BBG000BMW7F1,ITOCHU ENEX CO LTD,8133,JP,BBG000BMW7F1,Common Stock,Equity,BBG001S6G149,Common Stock,8133,,,ITOCHU ENEX CO LTD,8133,JP3144000001,ITOCHU ENEX CO LTD,8133,Japan
7930,BBG000FRFVY1,ITOCHU-SHOKUHIN CO LTD,2692,JP,BBG000FRFVY1,Common Stock,Equity,BBG001SGYG08,Common Stock,2692,,,ITOCHU-SHOKUHIN CO LTD,2692,JP3143700007,ITOCHU-SHOKUHIN CO LTD,2692,Japan
7931,BBG00CCLGH53,ITOHAM YONEKYU HOLDINGS INC,2296,JP,BBG00CCLGH53,Common Stock,Equity,BBG00CCLGH62,Common Stock,2296,,,ITOHAM YONEKYU HOLDINGS INC,2296,JP3144500000,ITOHAM YONEKYU HOLDINGS INC,2296,Japan
7932,BBG000BMKVW2,ITOKI CORP,7972,JP,BBG000BMKVW2,Common Stock,Equity,BBG001S6FX95,Common Stock,7972,,,ITOKI CORP,7972,JP3142700008,ITOKI CORP,7972,Japan
7933,BBG000QXPL31,ITONIS INC,ITNS,US,BBG000QXPL31,Common Stock,Equity,BBG001SSTH88,Common Stock,ITNS,,,ITONIS INC,CURRENT,US4657331033,ITONIS INC,ITNS,United States of America
7934,BBG000BD2167,ITRON INC,ITRI,US,BBG000BD2167,Common Stock,Equity,BBG001S6DJQ9,Common Stock,ITRI,,,ITRON INC,NMS,US4657411066,ITRON INC,ITRI,United States of America
7935,BBG000BQ3SN9,ITRONICS INC,ITRO,US,BBG000BQ3SN9,Common Stock,Equity,BBG001S6WT31,Common Stock,ITRO,,,ITRONICS INC,NOINFO,US4657433003,ITRONICS INC,ITRO,United States of America
7936,BBG000JK9LG1,ITS GROUP,ITS1,XS,BBG000JK97J9,Common Stock,Equity,BBG001SGX9D1,Common Stock,ITS1,,,ITS GROUP,ITS,FR0000073843,ITS GROUP,ITS,
7937,BBG00CVQZQ96,ITT INC,ITT,US,BBG00CVQZQ96,Common Stock,Equity,BBG00CVQZQB3,Common Stock,ITT,,,ITT INC,ITT,US45073V1089,ITT INC,ITT,United States of America
7938,BBG000HBTSH5,ITURAN LOCATION AND CONTROL,ITRN,US,BBG000HBTSH5,Common Stock,Equity,BBG001S8KHC6,Common Stock,ITRN,,,ITURAN LOCATION AND CONTROL,NMS,IL0010818685,ITURAN LOCATION AND CONTROL,ITRN,United States of America
7939,BBG000CFM9W3,ITV PLC,IJ7,GR,BBG000CFM9W3,Common Stock,Equity,BBG001SFBQ03,Common Stock,IJ7,,,ITV PLC,STMM,GB0033986497,ITV PLC,ITV,United Kingdom
7940,BBG003CSCHG0,IVANHOE MINES LTD-CL A,IVN,CN,BBG003CSCHG0,Common Stock,Equity,BBG003CSCJ30,Common Stock,IVN,,,IVANHOE MINES LTD-CL A,XETRA,CA46579R1047,IVANHOE MINES LTD-CL A,IYAA,Germany
7941,BBG00PM1KG27,IVD MEDICAL HOLDING LTD,1931,HK,BBG00N10THQ0,Common Stock,Equity,BBG00N10THR9,Common Stock,1931,,,IVD MEDICAL HOLDING LIMITED,1931,KYG4977H1065,IVD MEDICAL HOLDING LIMITED,1931,Hong Kong
7942,BBG00BKT2WH8,IVE GROUP LTD,IGL,AU,BBG00BKT2WH8,Common Stock,Equity,BBG00BKT2WJ6,Common Stock,IGL,,,IVE GROUP LTD,IGL,AU000000IGL0,IVE GROUP LTD,IGL,Australia
7943,BBG000QWBG75,IVEDA SOLUTIONS INC,IVDA,US,BBG000QWBG75,Common Stock,Equity,BBG001SSRFZ4,Common Stock,IVDA,,,IVEDA SOLUTIONS INC,SCM,US46583A2042,IVEDA SOLUTIONS INC,IVDA,United States of America
7944,BBG000CSY6P6,IVP LTD,IVP,IN,BBG000CSY6P6,Common Stock,Equity,BBG001S83LY2,Common Stock,IVP,,,IVP LIMITED,IVP,INE043C01018,IVP LIMITED,IVP,India
7945,BBG000FFVV79,IVRCL LTD,IVRC,IN,BBG000FFVV79,Common Stock,Equity,BBG001S8KBC9,Common Stock,IVRC,,,IVRCL LTD,IVRCLINFR,INE875A01025,IVRCL LTD,IVRCLINFR,
7946,BBG000NG87M0,IVRNET INC,IVI,CN,BBG000NG87M0,Common Stock,Equity,BBG001SKRV04,Common Stock,IVI,,,IVRNET INC.,IVI,CA4658911090,IVRNET INC.,IVI,Canada
7947,BBG001DN57M7,IVS GROUP,IVS,IM,BBG001DN57L8,Common Stock,Equity,BBG001V075Y6,Common Stock,IVS,,,IVS GROUP,IVS,LU0556041001,IVS GROUP,IVS,Italy
7948,BBG000FHXN08,IVY COSMETICS CORP,4918,JP,BBG000FHXN08,Common Stock,Equity,BBG001S8KV71,Common Stock,4918,,,IVY COSMETICS CORP,4918,JP3104990001,IVY COSMETICS CORP,4918,Japan
7949,BBG000GCPQ82,IWAICOSMO HOLDINGS INC,8707,JP,BBG000GCPQ82,Common Stock,Equity,BBG001SQ4ML3,Common Stock,8707,,,IWAI COSMO HOLDINGS INC,8707,JP3149950002,IWAI COSMO HOLDINGS INC,8707,Japan
7950,BBG000BKGHC4,IWASAKI ELECTRIC CO LTD,6924,JP,BBG000BKGHC4,Common Stock,Equity,BBG001S6DNW3,Common Stock,6924,,,IWASAKI ELECTRIC CO LTD,6924,JP3150800005,IWASAKI ELECTRIC CO LTD,6924,Japan
7951,BBG000BM92M0,IWATANI CORP,8088,JP,BBG000BM92M0,Common Stock,Equity,BBG001S6FT94,Common Stock,8088,,,IWATANI CORP,8088,JP3151600008,IWATANI CORP,8088,Japan
7952,BBG00FH0SS78,IWG PLC,IWG,LN,BBG00F6KH131,Common Stock,Equity,BBG00F6KH140,Common Stock,IWG,,,IWG PLC,STMM,JE00BYVQYS01,IWG PLC,IWG,United Kingdom
7953,BBG000BL4W96,IX KNOWLEDGE INC,9753,JP,BBG000BL4W96,Common Stock,Equity,BBG001S6JH78,Common Stock,9753,,,IX KNOWLEDGE INC,9753,JP3100720006,IX KNOWLEDGE INC,9753,Japan
7954,BBG000GM73F3,IXICO PLC,IXI,LN,BBG000GM72T0,Common Stock,Equity,BBG001S8X5K9,Common Stock,IXI,,,IXICO PLC,ASQ1,GB00BFXR4C20,IXICO PLC,IXI,United Kingdom
7955,,,,,,,,,,,,,IXYS CORPORATION,IXYS,US46600W1062,IXYS CORPORATION,IXYS,Germany
7956,BBG000BJ2H50,IYO BANK LTD/THE,8385,JP,BBG000BJ2H50,Common Stock,Equity,BBG001S6C6Z8,Common Stock,8385,,,IYO BANK LTD/THE,8385,JP3149600003,IYO BANK LTD/THE,8385,Japan
7957,BBG0018XMPL3,IZEA WORLDWIDE INC,IZEA,US,BBG0018XMPL3,Common Stock,Equity,BBG001STRP71,Common Stock,IZEA,,,IZEA WORLDWIDE INC,SCM,US46604H1059,IZEA WORLDWIDE INC,IZEA,United States of America
7958,BBG000BN0RV2,IZUMI CO LTD,8273,JP,BBG000BN0RV2,Common Stock,Equity,BBG001S6G336,Common Stock,8273,,,IZUMI CO LTD,8273,JP3138400001,IZUMI CO LTD,8273,Japan
7959,BBG00L4BLKG9,J ALEXANDER'S HOLDINGS,JAXUSD,B1,BBG00L4BLJP2,Common Stock,Equity,BBG007FJZFH6,Common Stock,JAXUSD,,,J ALEXANDER'S HOLDINGS,JAX,US46609J1060,J ALEXANDER'S HOLDINGS,JAX,United States of America
7960,BBG000RTZDV5,J FRONT RETAILING CO LTD,3086,JP,BBG000RTZDV5,Common Stock,Equity,BBG001SV9D28,Common Stock,3086,,,J FRONT RETAILING CO LTD,3086,JP3386380004,J FRONT RETAILING CO LTD,3086,Japan
7961,BBG000C4SKD8,J TRUST CO LTD,8508,JP,BBG000C4SKD8,Common Stock,Equity,BBG001SBZ6R1,Common Stock,8508,,,J TRUST CO LTD,8508,JP3142350002,J TRUST CO LTD,8508,Japan
7962,,,,,,,,,,,,,JA SOLAR HOLDINGS CO LTD-ADR,JASO,US4660902069,JA SOLAR HOLDINGS CO LTD-ADR,JASO,
7963,BBG000BJNGN9,JABIL INC,JBL,US,BBG000BJNGN9,Common Stock,Equity,BBG001S7RB70,Common Stock,JBL,,,JABIL INC,JBL,US4663131039,JABIL INC,JBL,Germany
7964,BBG000MG7K43,JAC RECRUITMENT CO LTD,2124,JP,BBG000MG7K43,Common Stock,Equity,BBG001SQBKL9,Common Stock,2124,,,JAC RECRUITMENT CO LTD,2124,JP3386130003,JAC RECRUITMENT CO LTD,2124,Japan
7965,,,,,,,,,,,,,JACADA LTD.,JCDAF,IL0010834500,JACADA LTD.,JCDAF,United States of America
7966,BBG000GZYVY1,JACK IN THE BOX INC,JACK,US,BBG000GZYVY1,Common Stock,Equity,BBG001SDBB01,Common Stock,JACK,,,JACK IN THE BOX INC,NMS,US4663671091,JACK IN THE BOX INC,JACK,Germany
7967,BBG00725J6X0,JACKA RESOURCES LTD,JKAEUR,XS,BBG00725J6F0,Common Stock,Equity,BBG001T8LRL2,Common Stock,JKAEUR,,,JACKA RESOURCES LTD,JKA,AU000000JKA3,JACKA RESOURCES LTD,JKA,Australia
7968,BBG000DC1006,JACKSAM CORP,JKSM,US,BBG000DC1006,Common Stock,Equity,BBG001SGTWZ1,Common Stock,JKSM,,,JACKSAM CORP,CURRENT,US46650D1072,JACKSAM CORP,JKSM,United States of America
7969,BBG000BWSHQ0,JACKSPEED CORPORATION LTD,JSP,SP,BBG000BWSH44,Common Stock,Equity,BBG001SCQSR1,Common Stock,JSP,,,JACKSPEED CORPORATION LTD,J17,SG1O75914679,JACKSPEED CORPORATION LTD,J17,Singapore
7970,BBG000BMFFQ0,JACOBS ENGINEERING GROUP INC,J,US,BBG000BMFFQ0,Common Stock,Equity,BBG001S5SGC6,Common Stock,J,,,JACOBS ENGINEERING GROUP INC,J,US4698141078,JACOBS ENGINEERING GROUP INC,J,Germany
7971,BBG00DRGW9B9,JACOBSON PHARMA CORP LTD,2633,HK,BBG00DRGW992,Common Stock,Equity,BBG00DRGW9C8,Common Stock,2633,,,JACOBSON PHARMA CORP LTD,2633,KYG677291067,JACOBSON PHARMA CORP LTD,2633,Hong Kong
7972,BBG000BRCSM8,JACQUES BOGART,JBOG,FP,BBG000BRCRQ6,Common Stock,Equity,BBG001SDSJ33,Common Stock,JBOG,,,JACQUES BOGART,XETRA,FR0012872141,JACQUES BOGART,JBOG,France
7973,BBG000BYDKM9,JADASON ENTERPRISES LTD,JAD,SP,BBG000BYDKG6,Common Stock,Equity,BBG001SFHQ98,Common Stock,JAD,,,JADASON ENTERPRISES LTD,J03,SG1I79884330,JADASON ENTERPRISES LTD,J03,Singapore
7974,BBG000QQX621,JADE ART GROUP INC,JADA,US,BBG000QQX621,Common Stock,Equity,BBG001SSGYL0,Common Stock,JADA,,,JADE ART GROUP INC,CURRENT,US4698712068,JADE ART GROUP INC,JADA,United States of America
7975,BBG000BZHYW1,JADE LEADER CORP,JADE,CN,BBG000BZHYW1,Common Stock,Equity,BBG001S5ZJ14,Common Stock,JADE,,,JADE LEADER CORP,JADE,CA46989B1031,JADE LEADER CORP,JADE,Canada
7976,BBG009CQLHN3,JADESTONE ENERGY INC,MTE1EUR,XS,BBG009CQLH53,Common Stock,Equity,BBG001T40QZ1,Common Stock,MTE1EUR,,,JADESTONE ENERGY INC,JSE,CA46989Q1000,JADESTONE ENERGY INC,JSE,United Kingdom
7977,BBG000JJ92J3,JAEGER RESOURCES CORP,JAEG,CN,BBG000JJ92J3,Common Stock,Equity,BBG001SB6N23,Common Stock,JAEG,,,JAEGER RESOURCES CORP,JAEG,CA4700031046,JAEGER RESOURCES CORP,JAEG,Canada
7978,BBG000BQH5D5,JAGRAN PRAKASHAN LTD,JAGP,IN,BBG000BQH5D5,Common Stock,Equity,BBG001SGFXS2,Common Stock,JAGP,,,JAGRAN PRAKASHAN LIMITED,JAGRAN,INE199G01027,JAGRAN PRAKASHAN LIMITED,JAGRAN,India
7979,BBG000CTMGJ2,JAGSONPAL PHARMACEUTICALS,JGPH,IN,BBG000CTMGJ2,Common Stock,Equity,BBG001S83QY1,Common Stock,JGPH,,,JAGSONPAL PHARMACEUTICALS,JAGSNPHAR,INE048B01027,JAGSONPAL PHARMACEUTICALS,JAGSNPHAR,India
7980,BBG005Z20406,JAGUAR HEALTH INC,JAGX,US,BBG005Z20406,Common Stock,Equity,BBG005Z205T2,Common Stock,JAGX,,,JAGUAR HEALTH INC,SCM,US47010C6075,JAGUAR HEALTH INC,JAGX,United States of America
7981,BBG000BSLGH8,JAGUAR MINING INC,JAG,CN,BBG000BSLGH8,Common Stock,Equity,BBG001SD7BP9,Common Stock,JAG,,,JAGUAR MINING INC,JAG,CA47009M8896,JAGUAR MINING INC,JAG,Canada
7982,,,,,,,,,,,,,JAGUAR RESOURCES INC,JRI.H,CA4700953082,JAGUAR RESOURCES INC,JRI.H,
7983,BBG000RFT6R2,JAI BALAJI INDUSTRIES LTD,JBIL,IN,BBG000RFT6R2,Common Stock,Equity,BBG001SSCCC2,Common Stock,JBIL,,,JAI BALAJI INDUSTRIES LTD,JAIBALAJI,INE091G01018,JAI BALAJI INDUSTRIES LTD,JAIBALAJI,India
7984,,,,,,,,,,,,,JAIHIND PROJECTS LIMITED,JAIHINDPR,INE343D01010,JAIHIND PROJECTS LIMITED,JAIHINDPR,India
7985,BBG0027HSNS9,JAIN IRRIGATION SYSTEMS-DVR,JI/DVR,IN,BBG0027HSNS9,Common Stock,Equity,BBG0027HSNX3,Common Stock,JI/DVR,,,JAIN IRRIGATION SYSTEMS-DVR,JISLDVREQ,IN9175A01010,JAIN IRRIGATION SYSTEMS-DVR,JISLDVREQ,India
7986,BBG000HH39G3,JAIN STUDIOS LTD,JNS,IN,BBG000HH39G3,Common Stock,Equity,BBG001S98KH6,Common Stock,JNS,,,JAIN STUDIOS LTD,JAINSTUDI,INE486B01011,JAIN STUDIOS LTD,JAINSTUDI,India
7987,BBG000PPJQB6,JAIPRAKASH ASSOCIATES LTD,JPA,IN,BBG000PPJQB6,Common Stock,Equity,BBG001SLLJ32,Common Stock,JPA,,,JAIPRAKASH ASSOCIATES LTD,JPASSOCIA,INE455F01025,JAIPRAKASH ASSOCIATES LTD,JPASSOCIA,India
7988,BBG000H24L87,JAIPRAKASH POWER VENTURES LT,JPVL,IN,BBG000H24L87,Common Stock,Equity,BBG001SHJ8S1,Common Stock,JPVL,,,JAIPRAKASH POWER VENTURES LT,JPPOWER,INE351F01018,JAIPRAKASH POWER VENTURES LT,JPPOWER,India
7989,BBG00KHS10Q5,JAKHARIA FABRIC PVT LTD,JAKHARIA,IN,BBG00KHS10Q5,Common Stock,Equity,BBG00KHS10R4,Common Stock,JAKHARIA,,,JAKHARIA FABRIC PVT LTD,JAKHARIA,INE00N401018,JAKHARIA FABRIC PVT LTD,JAKHARIA,India
7990,BBG000GPK708,JAKKS PACIFIC INC,JAKK,US,BBG000GPK708,Common Stock,Equity,BBG001S8ZPR6,Common Stock,JAKK,,,JAKKS PACIFIC INC,NMS,US47012E4035,JAKKS PACIFIC INC,JAKK,United States of America
7991,,,,,,,,,,,,,JALUX INC,2729,JP3390250003,JALUX INC,2729,Japan
7992,,,,,,,,,,,,,JAMBA INC,JMBA,US47023A3095,JAMBA INC,JMBA,Mexico
7993,BBG000BKQ762,JAMCO CORP,7408,JP,BBG000BKQ762,Common Stock,Equity,BBG001S6J9T2,Common Stock,7408,,,JAMCO CORP,7408,JP3390000002,JAMCO CORP,7408,Japan
7994,BBG000HM9672,JAMES BAY RESOURCES LTD,JBR,CN,BBG000HM9672,Common Stock,Equity,BBG001T3B5Z7,Common Stock,JBR,,,JAMES BAY RESOURCES LTD,JBR,CA4702731031,JAMES BAY RESOURCES LTD,JBR,Canada
7995,BBG00L8QS0Z8,JAMES E WAGNER CULTIVATION C,JWCAF,US,BBG00L8QS0Z8,Common Stock,Equity,BBG00H4FVZL9,Common Stock,JWCAF,,,JAMES E WAGNER CULTIVATION C,JWCA.H,CA47031P1080,JAMES E WAGNER CULTIVATION C,JWCA.H,Canada
7996,BBG000BDJFL1,JAMES FISHER & SONS PLC,FSJ,LN,BBG000BDJF04,Common Stock,Equity,BBG001S621J8,Common Stock,FSJ,,,JAMES FISHER & SONS PLC,SSMM,GB0003395000,JAMES FISHER & SONS PLC,FSJ,United Kingdom
7997,BBG000BZ56T9,JAMES HALSTEAD PLC,JHD,LN,BBG000BZ56J0,Common Stock,Equity,BBG001SBC277,Common Stock,JHD,,,JAMES HALSTEAD PLC,AMSM,GB00B0LS8535,JAMES HALSTEAD PLC,JHD,United Kingdom
7998,BBG000CM5671,JAMES HARDIE INDUSTRIES-CDI,JHA,GR,BBG000CM5671,CDI,Equity,BBG001S769F9,Depositary Receipt,JHA,,,JAMES HARDIE INDUSTRIES-CDI,JHX,AU000000JHX1,JAMES HARDIE INDUSTRIES-CDI,JHX,Australia
7999,BBG007HRJXJ3,JAMES RIVER GROUP HOLDINGS L,JRVR,US,BBG007HRJXJ3,Common Stock,Equity,BBG007HRJXK1,Common Stock,JRVR,,,JAMES RIVER GROUP HOLDINGS L,NMS,BMG5005R1079,JAMES RIVER GROUP HOLDINGS L,JRVR,United States of America
8000,BBG0022J2LH4,JAMES RIVER HOLDINGS CORP,JRIV,US,BBG0022J2LH4,Common Stock,Equity,BBG0022J2MB8,Common Stock,JRIV,,,JAMES RIVER HOLDINGS CORP,JRIV,US4703601082,JAMES RIVER HOLDINGS CORP,JRIV,
8001,BBG000TXLBS7,JAMESON RESOURCES LTD,JAL,AU,BBG000TXLBS7,Common Stock,Equity,BBG001T0Q1T3,Common Stock,JAL,,,JAMESON RESOURCES LTD,JAL,AU000000JAL1,JAMESON RESOURCES LTD,JAL,Australia
8002,BBG00GTR08C2,JAMIESON WELLNESS INC,JWEL,CN,BBG00GTR08C2,Common Stock,Equity,BBG00GTR08D1,Common Stock,JWEL,,,JAMIESON WELLNESS INC,JWEL,CA4707481046,JAMIESON WELLNESS INC,JWEL,Canada
8003,BBG000QWFG80,JAMMIN JAVA CORP,JAMN,US,BBG000QWFG80,Common Stock,Equity,BBG001SSRPP3,Common Stock,JAMN,,,JAMMIN JAVA CORP,CURRENT,US4707511089,JAMMIN JAVA CORP,JAMN,United States of America
8004,BBG000BNWRK9,JAMMU & KASHMIR BANK LTD,JKBK,IN,BBG000BNWRK9,Common Stock,Equity,BBG001S95YB5,Common Stock,JKBK,,,JAMMU & KASHMIR BANK LTD,JKBANK,INE168A01041,JAMMU & KASHMIR BANK LTD,JKBANK,India
8005,BBG000CTNW42,JAMNA AUTO INDUSTRIES LTD,JMNA,IN,BBG000CTNW42,Common Stock,Equity,BBG001S83RD2,Common Stock,JMNA,,,JAMNA AUTO INDUSTRIES LTD,JAMNAAUTO,INE039C01032,JAMNA AUTO INDUSTRIES LTD,JAMNAAUTO,India
8006,BBG000BCV577,JANEL CORP,JANL,US,BBG000BCV577,Common Stock,Equity,BBG001S7F344,Common Stock,JANL,,,JANEL CORP,CURRENT,US47077R1095,JANEL CORP,JANL,United States of America
8007,BBG00GWY1TT8,JANGADA MINES PLC,JAN,LN,BBG00GWY1TS9,Common Stock,Equity,BBG00GWY1TX3,Common Stock,JAN,,,JANGADA MINES PLC,ASQ1,GB00BZ11WQ61,JANGADA MINES PLC,JAN,United Kingdom
8008,BBG001WDXRQ9,JANGHO GROUP CO LTD-A,601886,CH,BBG001WDXRQ9,Common Stock,Equity,BBG001WDXRR8,Common Stock,601886,,,JANGHO GROUP CO LTD-A,601886,CNE100001682,JANGHO GROUP CO LTD-A,601886,China
8009,BBG000C3CFS2,JANISON EDUCATION GROUP LTD,JAN,AU,BBG000C3CFS2,Common Stock,Equity,BBG001SFWX05,Common Stock,JAN,,,JANISON EDUCATION GROUP LTD,JAN,AU000000JAN7,JANISON EDUCATION GROUP LTD,JAN,Australia
8010,,,,,,,,,,,,,JANUS CAPITAL GROUP INC,JNS,US47102X1054,JANUS CAPITAL GROUP INC,JNS,
8011,BBG00GSNPM07,JANUS HENDERSON GROUP PLC,JHG,US,BBG00GSNPM07,Common Stock,Equity,BBG00GSNPMQ9,Common Stock,JHG,,,JANUS HENDERSON GROUP PLC,JHG,JE00BYPZJM29,JANUS HENDERSON GROUP PLC,JHG,United States of America
8012,BBG0038LG5T8,JAPAN AIRLINES CO LTD,9201,JP,BBG0038LG5T8,Common Stock,Equity,BBG0038LG6B5,Common Stock,9201,,,JAPAN AIRLINES CO LTD,9201,JP3705200008,JAPAN AIRLINES CO LTD,9201,Japan
8013,BBG000BFN383,JAPAN AIRPORT TERMINAL CO,9706,JP,BBG000BFN383,Common Stock,Equity,BBG001S691F5,Common Stock,9706,,,JAPAN AIRPORT TERMINAL CO,9706,JP3699400002,JAPAN AIRPORT TERMINAL CO,9706,Japan
8014,BBG000H7LBT6,JAPAN ASIA INVESTMENT CO LTD,8518,JP,BBG000H7LBT6,Common Stock,Equity,BBG001S96HV9,Common Stock,8518,,,"JAPAN ASIA INVESTMENT CO., LTD",8518,JP3686150008,"JAPAN ASIA INVESTMENT CO., LTD",8518,Japan
8015,BBG000BM13H2,JAPAN AVIATION ELECTRONICS,6807,JP,BBG000BM13H2,Common Stock,Equity,BBG001S6FQN4,Common Stock,6807,,,JAPAN AVIATION ELECTRONICS,6807,JP3705600009,JAPAN AVIATION ELECTRONICS,6807,Japan
8016,BBG000BJ23H8,JAPAN CASH MACHINE CO LTD,6418,JP,BBG000BJ23H8,Common Stock,Equity,BBG001S7DYT1,Common Stock,6418,,,JAPAN CASH MACHINE CO LTD,6418,JP3697800005,JAPAN CASH MACHINE CO LTD,6418,Japan
8017,BBG000GRHLN2,JAPAN COMMUNICATIONS INC,9424,JP,BBG000GRHLN2,Common Stock,Equity,BBG001SHD969,Common Stock,9424,,,JAPAN COMMUNICATIONS INC,9424,JP3729600001,JAPAN COMMUNICATIONS INC,9424,Japan
8018,BBG0021K41K0,JAPAN DISPLAY INC,6740,JP,BBG0021K41K0,Common Stock,Equity,BBG0021K41L9,Common Stock,6740,,,JAPAN DISPLAY INC,6740,JP3389660006,JAPAN DISPLAY INC,6740,Japan
8019,BBG000BR0729,JAPAN ENGINE CORP,6016,JP,BBG000BR0729,Common Stock,Equity,BBG001S6LDW6,Common Stock,6016,,,JAPAN ENGINE CORP,6016,JP3291000002,JAPAN ENGINE CORP,6016,Japan
8020,BBG000F2SWP0,JAPAN EXCELLENT INC,8987,JP,BBG000F2SWP0,REIT,Equity,BBG001SNBF28,REIT,8987,,,JAPAN EXCELLENT INC,8987,JP3046420000,JAPAN EXCELLENT INC,8987,Japan
8021,BBG000DDGPC0,JAPAN EXCHANGE GROUP INC,8697,JP,BBG000DDGPC0,Common Stock,Equity,BBG001SG9PM2,Common Stock,8697,,,JAPAN EXCHANGE GROUP INC,8697,JP3183200009,JAPAN EXCHANGE GROUP INC,8697,Japan
8022,BBG000BZLDM3,JAPAN FOODS CO LTD,2599,JP,BBG000BZLDM3,Common Stock,Equity,BBG001SFLDT0,Common Stock,2599,,,JAPAN FOODS CO LTD,2599,JP3389650007,JAPAN FOODS CO LTD,2599,Japan
8023,BBG000BZDMJ6,JAPAN FOODS HOLDING LTD,JFOOD,SP,BBG000BZDM33,Common Stock,Equity,BBG001STFHZ1,Common Stock,JFOOD,,,JAPAN FOODS HOLDING LTD,5OI,SG1X84942272,JAPAN FOODS HOLDING LTD,5OI,Singapore
8024,BBG000BQQ368,JAPAN FOUNDATION ENGINEERING,1914,JP,BBG000BQQ368,Common Stock,Equity,BBG001S6L9H2,Common Stock,1914,,,JAPAN FOUNDATION ENGINEERING,1914,JP3697400004,JAPAN FOUNDATION ENGINEERING,1914,Japan
8025,BBG000BZYCS5,JAPAN GOLD CORP,JG,CN,BBG000BZYCS5,Common Stock,Equity,BBG001S60K26,Common Stock,JG,,,JAPAN GOLD CORP,JG,CA4710821071,JAPAN GOLD CORP,JG,Canada
8026,BBG000PGZHZ2,JAPAN HOTEL REIT INVESTMENT,8985,JP,BBG000PGZHZ2,REIT,Equity,BBG001SHYFT7,REIT,8985,,,JAPAN HOTEL REIT INVESTMENT,8985,JP3046400002,JAPAN HOTEL REIT INVESTMENT,8985,Japan
8027,BBG006YGZ503,JAPAN INVESTMENT ADVISER CO,7172,JP,BBG006YGZ503,Common Stock,Equity,BBG006YGZ512,Common Stock,7172,,,JAPAN INVESTMENT ADVISER CO,7172,JP3389470000,JAPAN INVESTMENT ADVISER CO,7172,Japan
8028,BBG000BW4VG6,JAPAN LIFELINE CO LTD,7575,JP,BBG000BW4VG6,Common Stock,Equity,BBG001SBCC84,Common Stock,7575,,,JAPAN LIFELINE CO LTD,7575,JP3754500001,JAPAN LIFELINE CO LTD,7575,Japan
8029,BBG000D9DMJ2,JAPAN LOGISTIC SYSTEMS CORP,9060,JP,BBG000D9DMJ2,Common Stock,Equity,BBG001S86F90,Common Stock,9060,,,JAPAN LOGISTIC SYSTEMS CORP,9060,JP3756050005,JAPAN LOGISTIC SYSTEMS CORP,9060,Japan
8030,BBG000DXNML5,JAPAN LOGISTICS FUND INC,8967,JP,BBG000DXNML5,REIT,Equity,BBG001SN7HP4,REIT,8967,,,"JAPAN LOGISTICS FUND, INC.",8967,JP3046230003,"JAPAN LOGISTICS FUND, INC.",8967,Japan
8031,BBG001CNJJ29,JAPAN MATERIAL CO LTD,6055,JP,BBG001CNJJ29,Common Stock,Equity,BBG001TYTSN3,Common Stock,6055,,,JAPAN MATERIAL CO LTD,6055,JP3389680004,JAPAN MATERIAL CO LTD,6055,Japan
8032,BBG000BN60N4,JAPAN OIL TRANSPORTATION CO,9074,JP,BBG000BN60N4,Common Stock,Equity,BBG001S6G620,Common Stock,9074,,,JAPAN OIL TRANSPORTATION CO,9074,JP3724600006,JAPAN OIL TRANSPORTATION CO,9074,Japan
8033,BBG000CRGRN4,JAPAN PETROLEUM EXPLORATION,JP9,GR,BBG000CRGRN4,Common Stock,Equity,BBG001SH5BX3,Common Stock,JP9,,,JAPAN PETROLEUM EXPLORATION,1662,JP3421100003,JAPAN PETROLEUM EXPLORATION,1662,Japan
